,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasGuestRoom,price
4685,20453,54,1,0,96,1,1991,1,1,5077,3787,770,0,2055870.1
4686,86800,18,0,0,99,10,2008,0,1,3808,6688,455,7,8684068.8
4687,49835,37,0,0,55,9,2004,0,1,6772,850,140,2,4986495.4
4688,25020,100,1,1,39,4,1990,0,0,5959,1045,274,8,2510161.0
4689,69665,14,0,1,78,6,1995,0,1,7745,8761,707,6,6977106.5
4690,16283,79,1,1,30,1,1990,1,0,7485,2259,903,2,1638670.0
4691,40984,15,0,1,39,4,2021,0,0,870,5803,100,3,4103009.1
4692,32731,99,0,1,66,2,1996,1,1,9859,2736,681,10,3276617.6
4693,86452,12,0,1,76,6,1997,1,1,9096,2443,684,9,8657353.7
4694,49031,87,1,1,62,1,2016,1,0,1800,4755,723,5,4914589.6
4695,53818,17,0,0,32,9,2000,0,1,728,7298,910,0,5383450.0
4696,74291,88,0,0,38,8,2004,0,1,217,8043,379,1,7433320.4
4697,73154,57,1,1,29,1,2015,0,1,8059,8416,628,1,7322035.5
4698,39162,21,0,0,16,9,2005,0,0,8453,9574,846,10,3917826.5
4699,45746,86,0,0,76,4,2009,1,1,2589,8033,400,7,4580036.9
4700,22615,61,1,1,30,1,1991,0,1,7923,2541,321,7,2271139.1
4701,6518,10,0,0,72,1,2008,1,0,5381,6047,739,0,658946.8
4702,67648,28,0,0,67,3,2004,0,0,2557,3520,432,9,6770108.4
4703,36353,50,1,0,2,9,2018,1,0,6760,2725,190,0,3638165.8
4704,68985,99,0,0,29,10,2002,1,1,6676,7056,554,7,6900905.2
4705,48258,94,0,0,46,8,1994,0,0,9611,509,693,7,4830907.4
4706,67489,70,0,1,31,10,2001,0,1,6885,8544,798,7,6756566.1
4707,96184,46,0,0,1,1,2005,1,0,3961,5310,986,7,9618863.5
4708,42365,36,0,1,96,7,1996,1,1,7976,4616,520,2,4249618.6
4709,88274,45,0,1,41,7,2021,0,1,1899,1045,445,1,8832114.1
4710,49634,81,1,1,90,9,2021,1,1,7859,8936,513,1,4972427.1
4711,15062,12,0,1,42,4,2005,0,0,6899,1733,112,1,1511857.5
4712,74606,50,1,0,73,2,1990,1,1,8031,3255,664,3,7471533.0
4713,8368,4,0,1,55,5,2016,0,0,6985,6031,710,4,842999.6
4714,31821,7,1,0,63,3,2019,1,1,389,1079,298,6,3187554.9
4715,72741,56,0,1,49,8,2011,0,1,9912,8775,709,10,7280439.1
4716,53527,88,0,0,71,3,1995,0,0,3816,6445,559,0,5356315.5
4717,27702,17,1,0,25,5,2015,0,1,7133,6171,844,3,2778207.5
4718,69178,15,1,1,1,8,1995,1,0,5550,7971,621,8,6921350.5
4719,51766,71,1,1,36,6,2000,1,0,3915,2821,311,4,5186043.0
4720,14322,63,0,1,66,3,2017,0,0,567,9267,352,6,1439924.7
4721,13147,71,0,0,65,5,2013,0,0,1741,2233,497,10,1316451.3
4722,89434,56,0,0,13,5,1995,0,1,408,7169,747,10,8945011.5
4723,77439,91,1,1,56,9,2007,0,1,7307,2637,908,5,7754431.7
4724,99811,76,0,1,90,5,2005,1,1,2739,3082,783,5,9988416.5
4725,15301,66,1,0,5,4,1992,0,0,4711,9162,390,10,1534279.2
4726,46701,44,0,0,59,4,2009,1,1,4847,7520,843,1,4674499.9
4727,72938,90,0,1,64,3,2007,1,0,242,1625,929,3,7301218.7
4728,84600,74,1,1,43,7,1997,0,1,6703,3965,713,6,8467208.7
4729,65554,33,0,1,14,10,1995,1,1,3191,211,709,0,6559482.5
4730,86607,50,0,0,4,2,2008,1,1,4425,2605,125,8,8661568.8
4731,99426,79,0,1,26,3,1993,0,1,4028,4420,591,0,9945644.3
4732,72990,42,1,0,1,4,2016,1,0,8597,6808,619,1,7301689.6
4733,41711,77,0,1,93,8,2011,1,1,719,2167,382,2,4176663.1
4734,52668,7,1,1,76,6,1996,1,1,2180,3122,838,2,5281141.6
4735,27059,45,1,0,40,10,2018,1,0,6965,9220,455,7,2713421.8
4736,12865,5,0,0,54,6,2000,1,0,7714,6904,597,8,1288172.0
4737,87045,61,1,0,19,10,1992,0,0,7325,4603,237,4,8709780.2
4738,64584,90,0,1,31,10,1996,0,1,5811,5719,217,9,6465423.6
4739,22681,93,1,1,6,2,2004,1,0,9803,143,583,1,2273361.4
4740,16704,49,1,1,8,2,1994,0,0,7325,1013,929,10,1676124.4
4741,25124,97,0,1,25,6,2014,0,1,397,8988,962,3,2517156.4
4742,64209,30,1,1,55,5,1992,1,0,9761,6148,525,0,6428666.2
4743,18730,68,0,1,71,2,2008,1,1,7624,2629,331,7,1884158.8
4744,96177,40,1,0,19,7,1996,1,0,2237,4485,268,1,9623218.6
4745,76671,22,1,1,76,5,2001,1,0,3701,784,296,10,7674844.1
4746,39129,76,0,1,26,9,1996,1,1,4674,8150,737,8,3919404.6
4747,52859,71,1,1,99,7,1993,1,1,5401,9757,727,9,5299328.3
4748,26223,12,0,0,76,3,1994,0,0,7431,2331,798,0,2628273.4
4749,89071,48,0,0,91,8,2008,1,1,5942,7227,649,9,8913105.8
4750,55022,61,1,0,43,6,1998,1,0,8955,9093,216,1,5508301.8
4751,60721,42,0,1,9,5,2005,1,0,68,4701,695,8,6077844.5
4752,28772,4,1,1,85,2,2003,0,0,8141,5596,327,9,2888733.3
4753,92716,48,0,0,3,6,1991,0,1,9364,4010,731,7,9272362.1
4754,19092,21,0,1,85,8,2020,0,0,2171,4787,797,7,1915270.0
4755,41440,98,1,1,77,3,1990,1,0,3885,2364,997,7,4155501.0
4756,60305,88,1,1,90,1,2019,1,0,6297,5170,925,7,6038984.9
4757,26611,68,0,0,21,2,2012,0,0,1184,8776,856,2,2662493.2
4758,16847,47,1,0,66,2,2009,0,0,8115,9158,212,7,1687484.9
4759,52785,13,0,1,61,9,2004,0,1,1207,126,833,3,5286382.4
4760,2267,82,0,0,8,10,1995,1,0,9360,3301,225,7,228087.5
4761,22809,70,1,1,65,6,1990,0,0,3261,9231,862,4,2285983.0
4762,92242,26,1,1,39,10,2009,1,1,6405,476,894,2,9232332.9
4763,19040,86,1,1,25,9,2002,0,0,6629,433,415,7,1915328.2
4764,18943,6,0,1,26,1,2012,0,1,258,4961,687,4,1899521.2
4765,91914,37,0,0,68,6,2018,0,1,8148,7135,649,8,9194073.8
4766,60401,63,0,0,86,6,1997,1,1,3200,6710,430,10,6047105.7
4767,57865,2,0,0,30,5,2018,0,1,6981,8019,147,0,5788561.8
4768,1308,38,1,0,68,9,2005,0,1,8261,195,772,7,141631.5
4769,76732,1,1,1,50,9,1999,0,1,3935,4050,455,5,7682086.9
4770,90859,22,1,0,65,7,2018,0,1,365,9149,104,1,9090821.8
4771,19596,51,1,0,83,8,2009,0,0,1691,1803,398,3,1969900.9
4772,86277,15,0,1,5,4,1995,0,1,5268,1653,142,0,8629655.5
4773,31845,8,1,1,1,2,2004,0,1,2826,6678,663,1,3191199.4
4774,46128,47,1,1,88,1,1996,1,0,7069,270,902,10,4624665.6
4775,33398,78,1,0,30,2,1992,0,0,4552,703,803,8,3345097.2
4776,70626,80,0,0,45,9,1995,1,1,1221,8695,130,1,7065089.5
4777,50315,11,1,1,52,3,1991,0,1,9867,4532,239,10,5044978.1
4778,84217,60,1,1,18,6,2013,1,1,4953,6240,468,5,8429962.3
4779,35127,8,0,0,4,3,2014,1,0,9746,9694,906,2,3513571.4
4780,14614,21,0,0,3,9,2015,1,1,1185,4610,446,4,1462577.5
4781,73686,10,1,1,93,3,2013,0,0,5029,93,440,10,7378513.3
4782,80143,27,1,1,78,7,1995,0,0,4411,5371,885,2,8026359.5
4783,38454,8,1,0,6,1,1990,1,1,3909,692,297,10,3848412.0
4784,70573,78,1,1,3,8,2016,1,1,8314,2512,745,4,7061764.6
4785,44584,84,1,0,90,6,1992,0,1,8073,6806,738,2,4468024.2
4786,46953,82,1,0,41,6,2006,0,1,4606,4712,475,2,4699973.6
4787,87960,53,1,0,27,5,2007,0,0,5586,4430,914,8,8801034.7
4788,10051,10,1,0,34,10,1998,0,0,4642,5231,450,5,1010724.8
4789,14044,48,0,1,43,2,2001,0,1,5654,6669,198,6,1409581.1
4790,83252,98,0,0,8,4,1992,0,1,3015,1565,496,0,8326479.2
4791,46183,4,1,0,5,9,2007,1,0,735,1122,956,3,4621605.7
4792,17256,30,0,0,59,10,1994,1,0,698,6032,668,8,1729036.4
4793,59111,58,1,0,38,7,1998,0,0,1977,4648,708,9,5919005.8
4794,41732,19,0,0,63,9,2018,1,1,4692,3724,321,1,4177464.8
4795,6912,47,0,0,2,3,2016,0,0,3458,2396,264,1,691629.6
4796,8719,84,1,0,20,9,2003,1,0,5944,3850,929,9,875984.3
4797,15670,54,1,0,26,8,2007,0,1,9688,1571,436,8,1572432.7
4798,54669,58,0,0,85,10,2012,0,1,4746,1210,140,2,5472646.2
4799,71164,54,1,0,38,6,2019,0,1,5473,2296,638,4,7121656.9
4800,8497,97,1,0,57,9,2018,1,0,4113,1101,250,7,856430.8
4801,27296,31,0,1,93,9,2013,0,1,4778,1327,369,6,2736257.3
4802,65201,13,0,1,28,10,1995,1,1,3927,4362,670,10,6524351.5
4803,7729,87,1,1,35,7,2004,0,1,4456,5461,346,1,781939.4
4804,64186,10,0,0,6,3,2011,1,1,5408,7422,971,3,6419507.1
4805,75571,9,1,1,16,6,2021,0,1,7754,9493,449,4,7563298.1
4806,40943,76,0,0,32,8,2010,1,0,8104,1905,855,7,4097629.0
4807,88884,97,1,0,63,2,2010,1,1,9198,1237,541,9,8894048.0
4808,96228,80,1,1,15,6,1998,0,0,5135,1755,551,3,9629903.8
4809,57859,74,1,1,52,8,1995,1,0,7881,8141,711,1,5796496.5
4810,58239,88,1,0,77,4,1999,1,0,3568,8465,155,10,5831545.9
4811,7859,89,1,1,60,10,2018,0,1,6257,7630,258,1,796540.8
4812,37111,97,1,0,22,7,2019,1,1,265,7725,360,7,3718382.9
4813,90304,52,0,0,33,8,2020,1,0,4104,2797,803,1,9033809.0
4814,87906,46,1,1,33,1,1994,0,1,1489,3047,106,4,8799360.4
4815,47839,86,1,0,53,8,1993,0,1,5689,9333,321,7,4792795.3
4816,91637,5,0,0,29,8,2016,1,1,6476,9666,169,8,9166209.6
4817,92591,27,0,1,73,4,1991,1,0,5776,5050,438,8,9265884.1
4818,26614,69,1,1,60,5,1998,0,1,1700,4302,383,9,2673620.8
4819,45955,58,1,0,37,10,1998,1,0,6156,5233,285,4,4599926.8
4820,6712,66,1,1,93,5,2001,1,0,1150,3614,594,5,678200.1
4821,89725,26,1,1,83,8,2013,0,1,319,5124,994,9,8985353.3
4822,48776,60,0,0,9,10,1991,1,0,8652,991,307,4,4879354.1
4823,63953,67,0,1,25,2,2004,0,1,6537,7924,638,4,6400710.4
4824,40508,78,1,0,63,3,2005,1,0,6334,9274,242,1,4060440.5
4825,49310,63,1,0,80,7,2006,1,0,9692,6240,176,7,4943199.6
4826,69164,48,1,1,70,5,2007,0,1,5861,2750,652,10,6929542.7
4827,61402,74,1,1,40,1,2000,1,0,3524,771,469,9,6149729.0
4828,53749,86,0,1,63,7,2009,1,1,8488,6220,239,4,5381187.9
4829,73140,92,1,1,69,3,2019,1,1,6384,4894,726,9,7325048.9
4830,34338,41,0,0,95,3,1996,0,0,5015,7523,251,9,3442319.6
4831,52525,13,1,0,82,8,1999,0,1,7750,3265,776,9,5257813.9
4832,53753,49,1,1,37,7,1999,1,0,9951,5184,998,8,5385374.9
4833,58713,63,0,1,39,3,1994,1,1,4710,5516,642,8,5879478.4
4834,40155,33,0,1,99,6,2009,0,1,9296,3181,227,3,4028472.9
4835,32805,35,0,0,17,8,1994,1,1,6766,6510,451,9,3281975.4
4836,848,92,1,1,37,5,2013,0,1,2128,9487,959,8,94998.3
4837,67073,45,1,0,59,6,1996,0,1,4506,1274,638,1,6713052.6
4838,14520,12,1,0,2,5,2020,0,1,8531,4414,336,10,1456205.0
4839,65986,38,0,1,39,6,2016,1,0,8778,1558,627,0,6605910.6
4840,15246,59,0,1,48,7,2020,1,0,460,7469,596,1,1531089.0
4841,62613,56,0,0,69,9,2019,0,0,6845,3986,245,2,6268368.9
4842,26348,37,0,1,89,3,1990,0,0,628,5840,756,0,2641767.0
4843,44633,100,1,0,69,4,2010,1,0,8183,3882,479,8,4470611.0
4844,33126,50,1,0,87,1,2019,0,0,2592,997,582,3,3317019.9
4845,62872,86,0,1,56,9,1994,0,1,5621,19,335,2,6293741.4
4846,69429,65,0,0,34,10,1997,1,1,9354,7232,215,4,6945733.7
4847,67034,37,1,0,17,6,2014,1,0,4115,9090,201,8,6710309.4
4848,63817,89,1,1,92,8,2009,1,1,4092,7724,170,9,6391540.9
4849,41705,45,0,0,97,3,2010,0,0,3513,957,754,5,4173470.0
4850,31025,96,1,0,35,8,2006,0,1,9107,1162,606,9,3110889.6
4851,33532,54,0,1,80,7,2021,1,0,773,9548,630,10,3362452.1
4852,27924,68,1,1,81,8,1991,1,1,2068,4052,183,9,2805108.1
4853,3996,65,0,0,37,5,1999,0,0,3247,3166,101,0,402010.9
4854,80524,22,1,1,49,10,1997,1,1,4111,1883,252,2,8060508.7
4855,63190,50,0,1,45,4,1992,0,0,6132,151,348,7,6323436.2
4856,62757,74,0,1,31,2,2006,0,0,5656,5336,761,5,6281435.6
4857,54682,81,1,0,92,3,2013,0,1,1114,2269,341,5,5477375.3
4858,87987,38,1,0,97,6,2006,0,1,234,6216,125,4,8810668.6
4859,98157,91,0,1,75,7,2021,1,1,5340,7157,465,0,9823508.1
4860,81019,56,1,0,99,5,1995,1,1,8376,3628,863,3,8112092.5
4861,92296,31,1,1,69,7,2018,1,0,785,8053,604,7,9237027.8
4862,51579,37,0,1,6,3,2019,0,0,1328,5510,636,4,5161447.9
4863,41042,88,1,1,44,4,1990,0,0,6364,4491,121,1,4112280.0
4864,1737,75,1,0,92,8,2014,0,1,3403,1447,904,3,179334.4
4865,97725,88,0,1,13,4,1991,1,0,3938,8275,175,1,9777735.1
4866,30317,33,0,1,78,5,2019,1,0,4786,8307,212,5,3035229.9
4867,54146,83,1,0,79,2,2010,1,1,2595,7348,850,0,5422823.0
4868,32599,68,0,0,67,5,2003,0,0,4964,4624,902,1,3265978.3
4869,77491,58,0,0,32,7,2021,1,1,53,4181,961,9,7751876.1
4870,41164,59,0,0,69,10,1991,1,0,7302,3267,954,7,4119024.1
4871,3189,56,1,0,23,1,2001,1,0,3230,2889,971,8,322194.1
4872,97691,17,1,0,79,1,1991,1,1,5370,2685,631,6,9781758.1
4873,38486,88,0,0,50,2,2021,1,1,6167,3079,304,9,3850352.1
4874,68232,19,0,1,31,1,2012,0,1,1128,3540,982,0,6828383.2
4875,42893,26,0,0,42,10,2014,0,0,2881,7946,493,1,4291975.4
4876,7042,17,0,1,32,7,2012,1,0,9907,1932,728,4,711173.2
4877,48678,18,1,1,57,1,1998,1,0,89,6578,775,8,4877324.8
4878,14938,8,1,0,50,4,1991,0,0,5217,9316,810,4,1499161.1
4879,62596,90,0,0,70,10,1990,0,0,4330,9821,739,7,6266459.0
4880,69722,83,0,0,14,1,2002,0,0,1167,1698,192,7,6972996.2
4881,10564,99,0,1,3,5,1992,1,0,9081,654,836,0,1062047.2
4882,49996,85,0,0,19,3,2021,1,1,2914,9364,295,8,5001283.1
4883,47327,100,1,0,40,3,2001,1,0,4006,765,147,6,4737050.1
4884,85489,90,1,0,42,2,1999,1,1,6755,7170,320,1,8555341.9
4885,54667,26,0,1,70,6,2019,1,0,4707,7513,729,9,5473221.9
4886,72507,87,0,0,13,7,1999,0,0,4730,1829,406,0,7252211.9
4887,68113,67,1,0,29,9,2007,1,0,4788,7274,990,10,6817735.7
4888,84587,98,0,1,71,8,2000,0,1,3726,2292,168,7,8468745.0
4889,88036,30,0,0,16,1,2017,1,0,2328,6702,947,0,8804243.7
4890,91395,66,0,0,71,5,2017,0,1,3714,1724,223,2,9145192.7
4891,81805,51,1,1,16,2,2003,0,0,1695,6791,521,0,8186061.3
4892,47253,84,0,0,32,2,1998,1,0,9819,1143,375,10,4728903.8
4893,44924,97,0,0,44,8,2015,1,0,3478,1948,117,7,4496017.5
4894,62027,21,1,1,62,6,2013,1,0,6654,9100,314,10,6211934.3
4895,65583,99,1,0,27,2,2003,1,1,4196,5676,968,7,6565646.3
4896,47006,72,0,0,76,2,2017,1,0,6414,6111,613,7,4707409.7
4897,36108,69,1,1,2,3,2001,0,1,4764,1961,289,8,3617759.1
4898,56329,10,0,1,2,6,1997,1,1,542,8715,806,10,5638765.7
4899,94212,29,0,0,59,3,2004,1,1,6573,4558,198,5,9427260.4
4900,47063,10,1,1,6,10,2019,0,1,1135,3650,996,10,4713133.9
4901,45985,33,0,0,83,1,2008,1,1,9524,8230,986,7,4604960.8
4902,39269,87,0,1,16,8,1997,0,0,6604,7051,800,8,3930292.7
4903,4727,60,1,0,25,3,1994,0,0,6301,9229,273,8,477285.4
4904,24677,63,0,0,6,8,1998,1,1,6976,7410,314,10,2469125.8
4905,42936,74,1,1,51,10,2016,0,1,6601,2029,870,8,4300587.6
4906,93013,76,0,0,80,9,2005,0,0,7518,4523,786,6,9307630.5
4907,70881,45,1,0,64,7,2002,1,1,6846,6439,312,5,7092821.2
4908,99130,99,0,1,23,8,1993,1,0,7265,9231,115,6,9916962.3
4909,82113,22,0,0,24,1,2016,1,0,9897,8625,886,2,8212303.6
4910,3475,5,1,1,9,9,1998,1,1,5996,3689,431,6,355722.8
4911,23863,67,0,1,71,6,1990,1,0,6878,8157,257,7,2397991.0
4912,25602,37,1,0,17,10,2021,0,1,9608,336,703,1,2564047.1
4913,81021,39,0,1,42,5,1995,1,1,6345,5639,252,0,8107700.5
4914,25307,24,1,0,90,1,2014,0,0,9536,4979,381,5,2538791.4
4915,18262,61,0,1,71,5,2021,1,0,9975,9294,218,7,1834387.1
4916,48077,63,0,1,7,10,2018,0,0,7539,4744,438,9,4812989.8
4917,94973,55,0,1,86,9,1995,0,1,3478,8376,987,8,9502380.5
4918,32138,23,1,1,91,5,1994,0,0,5589,377,839,9,3224251.4
4919,10854,58,1,1,95,1,1993,1,1,2726,9507,951,7,1096077.3
4920,80306,84,1,1,91,1,2004,0,0,7018,4778,371,3,8037519.4
4921,1138,4,1,0,18,4,1996,1,1,8264,5987,269,3,117207.6
4922,24045,31,0,0,56,6,1991,1,0,9640,1938,851,5,2407159.1
4923,20860,49,0,0,60,10,2012,1,0,6395,8846,173,10,2091881.2
4924,57790,23,0,1,65,8,2002,1,0,1464,5714,622,8,5787991.2
4925,73517,79,0,1,63,4,1991,0,1,227,5128,931,0,7355043.1
4926,137,32,0,1,47,5,2021,0,1,6831,1323,242,9,21201.1
4927,69685,82,1,0,32,8,2006,1,0,757,5072,844,8,6973812.6
4928,11104,69,1,1,19,6,1996,0,0,6106,7898,471,3,1116580.6
4929,65060,30,1,0,75,3,2013,0,0,6375,2428,113,5,6514250.3
4930,25655,31,1,1,9,5,2001,0,1,2420,4919,884,5,2573091.1
4931,13285,7,0,1,57,6,1994,0,0,4719,8072,668,2,1334194.4
4932,84706,75,0,0,24,6,1990,0,0,8118,7665,923,2,8473043.0
4933,98298,85,0,1,97,2,1995,1,1,43,610,311,0,9843812.5
4934,74921,57,0,1,61,3,2012,0,0,5718,3083,978,9,7494913.2
4935,9771,26,0,1,48,3,1995,0,1,2211,1892,367,0,983421.5
4936,77561,62,0,0,79,5,1999,0,0,3871,4451,606,5,7760341.9
4937,40104,56,1,1,44,4,2000,1,0,8809,3509,689,3,4020381.0
4938,4308,79,0,0,19,8,2003,1,0,3660,7332,509,3,432778.3
4939,14004,5,1,1,33,9,2004,1,1,9535,6651,818,2,1410301.4
4940,85829,23,1,1,32,10,2005,0,1,9686,559,657,7,8592258.5
4941,73776,92,1,0,43,8,2002,1,1,1789,9854,805,7,7383860.2
4942,86253,24,1,1,47,1,1998,1,0,2626,3552,909,9,8633980.8
4943,85423,40,0,1,39,2,1992,1,1,6201,1282,476,7,8548531.2
4944,11757,57,1,1,5,6,1993,1,1,2326,7969,760,3,1183388.3
4945,33761,71,1,0,76,5,2001,1,0,5758,5727,677,2,3381494.1
4946,33749,85,1,0,2,8,2016,0,0,8671,5017,646,2,3379893.6
4947,83865,38,1,1,42,6,1992,0,1,8832,732,680,9,8395225.2
4948,79067,27,1,1,58,7,1994,1,1,8279,7190,183,7,7914438.4
4949,91698,21,1,0,38,9,1993,0,1,521,9569,109,7,9177134.3
4950,22973,41,1,0,80,1,2001,0,1,6044,1986,804,3,2302445.1
4951,27838,87,1,0,73,5,1993,0,0,3189,7357,241,9,2787148.3
4952,21832,69,0,1,26,5,1990,0,0,4442,9402,149,9,2186291.0
4953,291,22,1,1,47,5,2003,1,0,6446,1384,366,10,38413.3
4954,46666,81,0,0,38,4,2011,0,0,3128,7531,277,0,4668103.1
4955,88329,22,1,1,20,2,2004,0,0,9532,5702,836,6,8841056.4
4956,37103,61,0,1,8,4,2017,0,1,4148,5588,848,6,3714959.7
4957,29789,87,0,0,90,3,2014,0,0,6009,9333,879,5,2984021.4
4958,1399,77,0,1,67,2,2009,1,0,9089,9909,750,7,148407.9
4959,13696,8,0,0,40,7,2003,1,1,905,5498,398,10,1371950.3
4960,79354,4,1,0,28,2,1991,0,1,4757,6597,895,4,7939210.1
4961,93656,65,0,1,8,1,2007,1,0,4173,2017,230,10,9369720.7
4962,16247,71,0,0,95,8,1990,0,0,8238,4493,957,4,1634324.0
4963,97330,23,1,0,82,5,1996,0,0,362,7331,430,3,9739677.6
4964,78982,38,1,0,18,3,2007,1,1,1538,7225,328,0,7905259.7
4965,78367,30,1,1,89,8,1995,0,0,6088,6500,319,3,7847930.5
4966,98729,36,0,0,4,4,2002,0,0,9090,2432,351,6,9873352.2
4967,97651,26,0,0,45,7,1998,1,1,2936,2825,299,1,9769739.8
4968,69203,8,0,0,68,7,1993,0,0,9636,3900,732,3,6926561.3
4969,44416,76,1,0,46,3,2001,1,0,2296,1554,577,10,4450953.1
4970,68494,83,1,1,79,9,1992,0,1,9754,5,264,5,6854981.2
4971,59545,65,0,1,21,1,2020,0,1,5558,5073,642,9,5958908.0
4972,66784,34,0,0,3,7,1992,0,1,238,15,853,9,6679374.2
4973,69375,6,1,1,96,4,2003,0,0,9878,7270,954,10,6952253.3
4974,75990,57,0,1,6,5,2006,0,1,3803,7471,511,7,7605199.6
4975,92539,55,1,0,74,5,2001,1,0,5478,3556,427,9,9260585.1
4976,57720,35,1,1,14,10,2017,1,0,3550,6304,794,9,5777415.7
4977,44961,14,0,0,50,4,1997,0,1,3790,7685,627,6,4501549.7
4978,20964,82,1,1,1,9,2001,1,0,2157,7829,950,4,2101237.1
4979,42734,84,0,1,67,9,1990,1,0,8532,9106,195,10,4279195.0
4980,23895,41,0,1,26,8,2012,0,0,9891,8736,997,6,2396762.2
4981,13877,23,1,1,23,8,2003,0,1,5312,8205,819,8,1397190.3
4982,46470,32,0,0,30,7,2012,1,0,3805,5285,313,2,4650661.2
4983,17317,90,1,0,97,2,2021,0,1,1466,1144,587,5,1738012.1
4984,47542,75,1,1,40,4,1996,0,1,3378,9450,699,9,4764418.6
4985,82408,53,0,1,95,7,1997,0,1,8132,8596,416,0,8248881.7
4986,9434,63,1,1,91,10,1993,1,0,6177,8606,801,1,954722.3
4987,16467,84,1,1,55,7,2014,1,0,6574,9098,473,3,1659656.4
4988,56296,18,0,1,32,4,2016,1,0,6200,2378,602,4,5637090.6
4989,48789,42,1,0,51,10,2007,0,1,6600,6495,591,0,4887322.7
4990,5769,97,1,0,79,4,2005,0,1,1964,1073,159,2,588379.5
4991,51827,90,1,0,59,7,2007,1,1,8141,2069,250,1,5192441.7
4992,9115,24,0,1,8,1,1997,1,1,7187,2578,472,10,914381.7
4993,12641,20,0,1,54,3,2014,1,0,9434,7242,148,0,1270857.4
4994,26966,91,1,1,44,2,2002,1,0,2435,6395,792,1,2709495.2
4995,65479,82,0,1,48,5,1990,1,1,2907,4270,111,9,6553618.0
4996,47583,48,0,0,99,8,1992,1,1,3705,8486,983,1,4762269.2
4997,93184,78,0,0,43,7,1992,1,1,3946,4450,159,9,9321499.2
4998,1254,38,0,0,57,1,2001,0,1,9002,6342,283,7,128928.1
4999,95328,59,1,1,24,8,2020,0,0,8716,2131,269,9,9538747.0
5000,7388,75,0,1,96,4,2018,1,1,4898,1814,366,7,750538.8
5001,34555,35,1,1,45,6,2003,1,1,1597,5925,286,2,3467129.3
5002,61310,49,0,0,21,5,2006,0,1,5865,3866,618,10,6132679.6
5003,20714,61,1,1,83,3,1993,1,1,9406,9087,277,9,2077129.3
5004,94704,55,1,1,6,5,2007,0,1,3351,6903,815,4,9480933.7
5005,13353,17,1,0,18,3,2011,0,1,6437,7675,559,6,1338753.1
5006,57475,67,0,0,83,2,2007,0,1,654,7868,914,2,5753644.7
5007,84795,41,0,0,22,6,1992,0,0,5173,9145,407,4,8481583.2
5008,70465,10,1,0,11,6,2012,0,0,9473,8544,955,6,7052303.2
5009,68270,37,1,0,65,7,2018,0,1,3366,2943,928,0,6835596.8
5010,26389,85,0,1,39,10,1993,1,0,4738,4543,904,9,2646987.3
5011,57552,99,1,0,19,1,1993,1,0,445,7991,134,4,5759074.3
5012,84291,7,0,0,65,3,1998,1,0,7574,9349,721,9,8432314.8
5013,60059,60,1,0,9,8,2000,1,1,2181,5788,330,0,6008916.0
5014,91513,50,0,0,3,8,2002,1,1,5906,2070,232,10,9152366.2
5015,70544,4,0,0,11,10,2002,1,0,5701,886,322,6,7055619.2
5016,16565,91,0,0,95,6,2005,0,1,6950,7323,826,1,1663375.5
5017,75865,10,0,1,60,1,1997,0,1,1006,8659,955,0,7595183.7
5018,29758,34,1,0,63,6,2021,1,1,5853,9022,514,10,2982078.1
5019,95566,7,1,1,21,7,2002,1,1,2871,6556,474,2,9564576.2
5020,1090,30,1,1,40,7,2003,1,1,6324,9366,193,4,118270.3
5021,98319,91,0,1,55,5,2014,0,1,6427,2517,489,5,9837654.4
5022,18693,18,1,0,99,10,2005,1,1,2092,9672,423,4,1876877.5
5023,21781,65,1,1,26,10,1991,0,1,9090,7252,289,2,2187037.1
5024,33662,46,1,0,38,7,2010,1,1,7341,2488,561,7,3370242.0
5025,94420,34,1,0,75,9,2020,0,0,2413,5486,311,10,9453347.0
5026,53313,19,1,0,35,8,1995,1,0,2157,5123,352,4,5334996.5
5027,54060,5,1,1,46,3,1990,1,0,2407,2260,674,10,5414753.0
5028,67709,22,1,1,78,2,1994,0,1,1056,7424,359,8,6782857.4
5029,85740,22,1,1,59,6,2010,1,0,5447,1586,572,3,8579832.0
5030,28659,58,0,1,21,6,1993,0,1,4774,861,301,10,2869081.3
5031,30217,36,1,1,73,6,2014,1,0,5031,1199,498,1,3033408.4
5032,58165,26,1,0,2,5,2021,0,1,1746,4531,644,10,5819124.1
5033,4014,11,1,0,22,8,2017,1,1,8612,8381,811,7,404625.7
5034,13523,59,1,0,38,5,1995,1,1,7180,4187,843,7,1358157.5
5035,49772,90,0,1,68,3,2007,0,0,2310,3274,995,8,4985835.7
5036,85904,65,1,0,43,8,1996,1,1,7909,6307,434,9,8594924.6
5037,22541,99,1,1,27,3,2011,1,0,4339,4606,419,10,2264203.1
5038,39132,43,0,1,83,4,2008,0,0,1287,4598,161,6,3920808.8
5039,32785,27,0,1,21,6,1991,1,1,2935,6575,777,7,3284948.1
5040,69831,71,0,1,46,1,2005,0,0,1614,5800,380,0,6990205.5
5041,80301,1,1,0,77,10,2001,1,0,213,6910,160,9,8042286.1
5042,10802,34,0,1,10,3,2018,1,0,8297,2765,675,4,1086000.8
5043,87853,26,0,1,54,6,2011,0,0,5587,6821,297,4,8789947.1
